"","Tumor_1","Tumor_2","Tumor_3","Tumor_4","Tumor_5","Tumor_6","Normal_1","Normal_2","Normal_3","Normal_4","Normal_5","Normal_6"
"GENE_00433",122,26,25,199,77,57,118,98,111,169,33,69
"GENE_00434",44,176,140,74,56,3,12,55,43,33,74,35
"GENE_00435",28,338,129,337,188,291,251,45,226,206,82,47
"GENE_00436",70,18,68,19,59,15,9,21,80,13,5,33
"GENE_00437",95,178,315,79,256,66,59,120,53,78,63,95
"GENE_00438",75,92,49,57,88,47,62,18,83,5,49,12
"GENE_00439",83,415,330,36,163,134,151,167,152,262,253,239
"GENE_00440",3,84,27,43,12,2,9,4,11,14,14,34
"GENE_00441",25,108,94,62,52,101,160,38,27,91,76,45
"GENE_00442",62,19,36,59,174,145,27,35,30,30,136,204
"GENE_00443",7,40,44,39,80,14,29,11,45,14,6,10
"GENE_00444",32,69,10,2,81,7,23,13,23,43,89,42
"GENE_00445",29,66,52,7,22,19,37,75,32,10,47,16
"GENE_00446",60,664,185,133,98,327,490,236,104,37,101,138
"GENE_00447",227,33,214,155,81,139,8,426,184,91,273,155
"GENE_00448",69,42,105,178,157,32,81,13,112,18,48,210
"GENE_00449",24,38,355,29,32,307,44,338,203,106,86,21
"GENE_00450",16,25,4,51,44,51,25,22,42,16,63,10
"GENE_00451",72,159,56,34,53,115,208,3,132,111,27,4
"GENE_00452",96,44,134,127,10,59,124,174,263,199,67,210
"GENE_00453",20,16,5,16,10,49,33,1,17,4,7,15
"GENE_00454",243,29,94,183,107,69,43,124,53,123,167,120
"GENE_00455",56,280,53,33,52,125,66,177,109,198,98,118
"GENE_00456",74,23,9,35,45,30,10,24,7,41,26,94
"GENE_00457",35,29,48,49,17,68,47,25,86,34,42,26
"GENE_00458",32,161,75,78,28,58,44,160,54,139,36,73
"GENE_00459",60,109,126,25,35,58,82,79,31,236,55,87
"GENE_00460",60,42,91,84,41,78,59,77,63,27,116,86
"GENE_00461",28,65,58,139,42,1,13,39,33,13,18,94
"GENE_00462",64,127,66,70,29,21,64,29,8,26,105,73
"GENE_00463",238,78,121,24,13,157,128,27,236,107,100,17
"GENE_00464",34,44,53,91,25,58,23,62,65,8,55,142
"GENE_00465",97,38,111,38,51,68,127,86,54,260,121,42
"GENE_00466",1,14,112,35,55,35,27,46,26,28,12,47
"GENE_00467",50,72,5,41,82,74,9,61,66,11,23,54
"GENE_00468",3,68,24,5,70,84,56,13,5,11,5,12
"GENE_00469",283,76,147,26,186,63,532,19,180,29,140,249
"GENE_00470",89,40,219,320,151,31,49,264,92,59,55,44
"GENE_00471",42,275,141,43,124,333,48,199,154,286,131,205
"GENE_00472",215,51,19,186,261,130,103,16,107,75,160,546
"GENE_00473",0,2,5,1,13,6,15,2,4,9,7,1
"GENE_00474",15,71,91,49,119,47,50,72,33,96,112,93
"GENE_00475",22,289,132,4,70,47,98,133,141,49,168,269
"GENE_00476",13,82,40,177,24,44,43,17,74,32,31,116
"GENE_00477",83,161,53,38,41,79,144,125,207,137,13,48
"GENE_00478",276,121,163,49,406,240,50,136,161,131,85,146
"GENE_00479",201,47,148,59,3,5,110,83,254,29,114,102
"GENE_00480",6,15,13,55,48,20,110,13,35,143,45,73
"GENE_00481",23,21,168,43,87,24,35,69,130,34,41,82
"GENE_00482",228,35,132,54,301,157,62,370,293,88,109,464
"GENE_00483",294,91,336,68,208,52,255,139,166,66,290,95
"GENE_00484",141,24,142,210,163,186,224,114,443,34,58,342
"GENE_00485",87,223,251,211,219,29,101,671,124,240,207,178
"GENE_00486",99,59,32,211,29,12,29,77,166,124,25,40
"GENE_00487",4,3,121,19,38,41,10,41,13,43,104,46
"GENE_00488",47,40,109,20,262,62,8,41,47,46,409,184
"GENE_00489",208,148,64,157,64,239,319,171,22,283,337,443
"GENE_00490",138,55,97,25,8,64,56,42,90,73,54,76
"GENE_00491",84,79,211,29,95,215,81,48,3,146,65,37
"GENE_00492",199,28,121,156,78,59,118,48,65,34,97,149
"GENE_00493",160,106,130,24,278,104,135,82,142,138,143,96
"GENE_00494",49,106,71,112,63,1,80,52,53,108,22,61
"GENE_00495",2,2,0,16,24,10,1,29,17,32,7,19
"GENE_00496",27,56,43,58,70,71,32,62,107,29,53,20
"GENE_00497",90,135,83,55,104,131,90,43,47,27,9,66
"GENE_00498",98,36,118,40,73,74,103,33,44,54,79,36
"GENE_00499",36,64,4,50,26,69,28,63,78,108,139,115
"GENE_00500",480,457,291,560,141,534,222,118,141,152,253,101
"GENE_00501",11,7,31,8,13,18,3,5,7,2,4,4
"GENE_00502",16,64,57,180,58,199,77,56,48,25,201,73
"GENE_00503",24,12,85,92,172,107,49,41,129,4,52,45
"GENE_00504",119,216,132,54,242,258,75,145,69,211,94,19
"GENE_00505",61,41,20,44,114,42,238,118,50,31,112,11
"GENE_00506",31,19,77,35,81,13,83,28,17,46,16,2
"GENE_00507",85,28,45,60,30,164,43,210,37,132,127,30
"GENE_00508",61,10,51,49,86,132,103,99,94,48,80,44
"GENE_00509",142,12,104,192,87,233,292,129,52,4,88,246
"GENE_00510",108,203,156,135,531,188,74,282,163,462,303,45
"GENE_00511",341,339,9,103,169,6,203,127,83,142,159,166
"GENE_00512",383,236,104,274,83,117,184,37,159,246,123,33
"GENE_00513",84,65,22,44,8,78,58,111,79,83,19,36
"GENE_00514",90,77,143,80,315,360,89,104,73,63,232,95
"GENE_00515",42,8,22,51,18,72,16,31,12,29,8,27
"GENE_00516",36,47,111,132,161,122,36,55,126,62,107,59
"GENE_00517",84,8,20,20,49,59,70,36,38,101,27,40
"GENE_00518",167,133,22,53,116,107,11,172,166,28,19,14
"GENE_00519",216,227,176,104,249,185,264,51,406,147,62,80
"GENE_00520",46,37,85,73,63,2,4,124,85,172,107,255
"GENE_00521",18,74,121,19,51,33,22,70,144,299,175,78
"GENE_00522",356,1265,888,653,375,835,790,2390,402,237,245,125
"GENE_00523",87,128,251,283,140,19,87,42,154,165,26,76
"GENE_00524",25,21,65,14,32,43,31,75,46,11,16,20
"GENE_00525",22,12,9,73,52,6,80,5,18,29,7,26
"GENE_00526",148,127,58,38,155,11,114,42,66,156,50,358
"GENE_00527",236,74,242,153,192,209,216,69,69,84,163,295
"GENE_00528",35,64,147,589,202,196,242,256,114,93,328,551
"GENE_00529",14,133,103,103,60,196,213,19,29,123,47,47
"GENE_00530",39,51,370,88,62,252,154,129,79,67,123,88
"GENE_00531",219,593,579,70,255,319,184,358,162,286,225,167
"GENE_00532",34,126,67,26,49,10,49,46,89,75,141,79
"GENE_00533",164,118,93,181,67,38,32,153,206,57,59,69
"GENE_00534",15,117,22,4,16,40,152,121,58,46,85,47
"GENE_00535",155,130,65,76,51,147,150,87,100,230,122,237
"GENE_00536",158,28,16,44,117,135,40,46,14,75,165,109
"GENE_00537",73,132,62,60,199,336,213,359,37,255,134,231
"GENE_00538",159,136,52,107,159,123,121,60,124,66,163,236
"GENE_00539",14,14,17,12,2,79,10,17,63,16,18,25
"GENE_00540",34,43,29,31,129,110,31,177,77,127,34,72
"GENE_00541",22,2,36,14,17,20,11,5,10,13,12,3
"GENE_00542",160,111,308,15,150,128,40,321,143,176,42,178
"GENE_00543",71,139,7,60,104,122,81,33,83,84,71,21
"GENE_00544",84,111,252,190,63,138,34,98,127,209,98,149
"GENE_00545",56,79,66,78,48,22,22,92,103,25,115,11
"GENE_00546",31,59,31,32,25,2,30,18,32,38,25,12
"GENE_00547",38,43,310,24,210,72,35,128,33,39,208,57
"GENE_00548",10,49,18,21,30,14,12,16,13,25,37,18
"GENE_00549",5,17,12,12,7,21,5,30,14,17,35,4
"GENE_00550",87,197,51,107,57,33,105,267,39,40,4,52
"GENE_00551",126,237,28,160,109,150,26,12,105,105,80,109
"GENE_00552",61,15,58,54,28,12,24,21,47,28,56,80
"GENE_00553",16,48,87,26,33,37,39,237,111,42,55,112
"GENE_00554",28,34,90,17,49,26,156,33,28,43,97,10
"GENE_00555",82,166,248,42,12,200,82,107,190,82,264,392
"GENE_00556",52,20,76,15,44,53,51,10,58,98,46,14
"GENE_00557",76,132,53,58,36,23,128,66,30,40,14,121
"GENE_00558",66,72,111,81,42,100,22,57,154,115,13,43
"GENE_00559",46,89,93,83,51,15,172,70,123,171,149,135
"GENE_00560",46,92,24,219,19,225,141,33,143,302,52,120
"GENE_00561",16,21,10,2,18,0,7,7,27,8,28,1
"GENE_00562",89,9,14,28,59,76,92,19,91,147,37,17
"GENE_00563",49,46,99,111,179,114,28,184,52,188,24,73
"GENE_00564",109,64,53,99,27,54,113,18,152,110,222,78
"GENE_00565",32,163,144,79,7,77,31,91,105,56,93,85
"GENE_00566",124,115,78,71,127,315,275,429,42,108,113,206
"GENE_00567",130,87,71,111,63,67,43,63,405,228,126,58
"GENE_00568",337,119,251,71,412,45,230,203,121,75,212,209
"GENE_00569",16,46,129,97,57,101,165,82,50,165,75,55
"GENE_00570",122,559,506,445,539,187,480,241,61,505,62,847
"GENE_00571",177,118,222,21,105,30,74,93,30,44,47,13
"GENE_00572",111,22,30,25,21,32,39,25,50,18,34,44
"GENE_00573",154,22,12,43,15,99,37,44,32,79,12,42
"GENE_00574",101,63,209,11,83,33,63,101,67,16,87,53
"GENE_00575",76,26,79,114,47,25,5,35,72,57,50,47
"GENE_00576",11,14,17,23,8,29,9,46,13,24,24,16
"GENE_00577",37,336,176,269,179,129,38,120,66,111,135,87
"GENE_00578",33,71,78,45,24,169,129,35,36,25,40,21
"GENE_00579",196,28,31,188,97,99,273,116,100,151,55,25
"GENE_00580",127,95,98,66,158,130,88,110,361,304,138,63
"GENE_00581",13,12,5,41,34,15,16,13,26,30,37,70
"GENE_00582",42,47,93,92,113,46,33,1,136,56,47,33
"GENE_00583",110,50,178,146,227,127,355,109,540,412,489,112
"GENE_00584",99,257,256,58,62,91,45,63,92,103,207,79
"GENE_00585",316,103,46,24,59,209,144,49,58,205,19,77
"GENE_00586",131,78,56,168,100,43,140,131,53,324,99,184
"GENE_00587",100,30,53,14,37,76,57,36,68,59,143,48
"GENE_00588",62,76,43,50,109,23,125,112,158,59,127,88
"GENE_00589",260,121,183,174,154,121,241,511,64,51,547,381
"GENE_00590",26,40,16,61,13,41,24,15,42,32,36,36
"GENE_00591",24,41,27,15,89,22,13,19,37,12,37,29
"GENE_00592",73,57,111,58,1,118,26,74,49,53,127,25
"GENE_00593",127,169,59,89,14,46,134,137,47,143,85,117
"GENE_00594",29,40,21,15,8,3,13,13,6,34,16,19
"GENE_00595",20,134,55,29,13,32,73,49,49,21,59,25
"GENE_00596",126,131,307,194,171,219,76,390,150,212,242,190
"GENE_00597",60,21,83,55,50,15,29,16,77,52,104,56
"GENE_00598",209,35,80,88,34,20,89,46,32,23,81,168
"GENE_00599",34,17,108,19,77,47,16,29,47,88,54,25
"GENE_00600",18,27,151,37,25,12,70,34,57,45,53,186
"GENE_00601",55,33,115,39,70,112,115,45,80,48,137,103
"GENE_00602",148,34,110,85,176,83,36,71,46,43,36,175
"GENE_00603",111,50,154,62,31,13,86,83,92,114,25,99
"GENE_00604",22,121,48,26,48,81,100,32,107,29,37,82
"GENE_00605",85,187,79,471,29,64,98,99,135,129,173,247
"GENE_00606",359,61,397,179,85,276,171,357,212,67,78,278
"GENE_00607",37,45,10,147,20,19,55,82,72,92,31,100
"GENE_00608",114,49,167,23,17,166,36,37,95,133,8,359
"GENE_00609",67,49,116,83,188,29,8,45,42,153,95,25
"GENE_00610",356,428,673,95,481,116,209,257,137,150,294,317
"GENE_00611",65,15,28,30,44,36,26,35,22,34,33,32
"GENE_00612",191,82,64,11,174,207,186,160,66,216,146,332
"GENE_00613",14,8,5,28,14,0,31,8,1,1,21,1
"GENE_00614",62,17,13,24,56,10,121,121,192,13,33,5
"GENE_00615",156,143,337,82,68,84,302,50,324,236,111,182
"GENE_00616",35,92,38,42,177,61,102,14,59,48,69,151
"GENE_00617",18,7,5,14,34,13,1,85,23,13,5,17
"GENE_00618",47,42,31,24,37,167,42,40,100,69,32,75
"GENE_00619",14,6,23,50,21,23,11,21,28,16,18,20
"GENE_00620",87,18,116,43,60,141,84,24,47,24,42,133
"GENE_00621",45,3,22,17,23,35,37,72,57,5,22,41
"GENE_00622",235,293,249,118,285,124,250,227,516,215,609,265
"GENE_00623",100,122,140,173,124,132,47,82,54,173,132,123
"GENE_00624",71,39,20,163,131,85,254,253,178,203,182,93
"GENE_00625",157,265,52,137,261,54,212,373,297,51,272,78
"GENE_00626",24,136,142,339,163,150,433,361,632,370,115,257
"GENE_00627",301,68,54,63,30,133,67,152,105,21,320,309
"GENE_00628",310,203,716,545,274,104,101,157,803,84,246,777
"GENE_00629",137,61,131,61,141,72,272,81,52,191,76,117
"GENE_00630",3,79,53,43,67,6,79,116,178,68,16,3
"GENE_00631",337,93,118,117,58,17,33,58,33,53,60,86
"GENE_00632",26,34,95,150,71,18,52,29,133,66,56,36
"GENE_00633",59,90,48,44,62,59,42,9,72,18,263,89
"GENE_00634",91,24,22,97,104,186,61,44,138,61,21,47
"GENE_00635",185,146,252,233,185,163,159,307,189,76,331,191
"GENE_00636",116,139,85,50,90,36,31,137,89,200,256,7
"GENE_00637",23,72,112,37,48,21,44,19,49,12,176,36
"GENE_00638",120,89,69,8,111,80,148,79,65,20,60,93
"GENE_00639",13,67,19,150,95,8,43,120,37,29,72,128
"GENE_00640",59,69,90,92,134,122,79,60,43,123,44,9
"GENE_00641",66,67,56,80,64,35,72,15,29,66,199,63
"GENE_00642",25,16,18,1,15,2,11,6,19,8,14,24
"GENE_00643",88,188,218,113,255,123,157,326,388,163,113,305
"GENE_00644",107,188,140,90,149,34,57,72,100,40,39,215
"GENE_00645",59,49,47,28,14,51,93,231,117,153,177,83
"GENE_00646",48,54,86,60,156,86,23,229,85,40,44,92
"GENE_00647",4,178,224,58,183,19,234,143,228,302,116,66
"GENE_00648",25,34,60,84,35,59,109,56,125,31,30,124
"GENE_00649",229,438,353,149,602,124,385,33,185,60,273,158
"GENE_00650",52,30,3,12,51,55,24,39,22,4,62,12
"GENE_00651",292,63,243,211,119,315,116,151,172,198,58,352
"GENE_00652",108,153,195,29,59,69,223,172,209,166,85,286
"GENE_00653",13,33,56,13,24,103,39,7,33,28,39,38
"GENE_00654",161,569,324,220,144,178,197,118,198,295,130,455
"GENE_00655",153,108,9,86,32,120,13,116,68,60,137,198
"GENE_00656",30,50,62,17,19,10,46,26,69,39,21,23
"GENE_00657",28,22,20,57,27,56,93,22,36,28,33,16
"GENE_00658",36,26,35,14,22,7,15,24,17,81,8,74
"GENE_00659",0,14,48,13,17,13,38,46,50,31,6,36
"GENE_00660",8,3,44,31,10,9,96,25,17,11,10,68
"GENE_00661",291,603,201,342,64,87,550,216,188,647,135,16
"GENE_00662",12,14,10,8,11,31,31,69,76,12,39,19
"GENE_00663",169,393,465,171,144,233,56,278,171,177,604,499
"GENE_00664",30,11,21,104,46,54,91,145,42,37,21,109
"GENE_00665",76,179,67,218,170,148,164,130,326,82,34,232
"GENE_00666",6,3,8,0,1,0,9,1,3,3,10,6
"GENE_00667",429,242,179,295,111,225,447,693,253,233,262,257
"GENE_00668",142,77,212,429,419,51,290,85,229,203,156,178
"GENE_00669",128,68,158,221,111,146,252,53,113,60,152,263
"GENE_00670",51,31,20,25,34,26,50,15,35,77,49,76
"GENE_00671",100,76,38,131,17,65,42,41,64,19,56,31
"GENE_00672",114,89,16,23,118,14,43,29,18,20,13,313
"GENE_00673",208,302,159,670,153,441,291,61,568,191,248,354
"GENE_00674",106,375,209,25,200,67,139,339,33,84,84,190
"GENE_00675",71,15,5,57,55,31,36,17,17,29,44,21
"GENE_00676",48,20,11,1,44,10,28,24,15,43,13,29
"GENE_00677",303,683,116,417,1252,308,320,446,498,97,540,139
"GENE_00678",379,111,323,68,15,137,151,252,139,255,71,48
"GENE_00679",63,95,61,229,197,283,309,16,115,158,102,31
"GENE_00680",115,66,10,20,81,29,7,63,26,32,20,20
"GENE_00681",100,20,109,62,217,27,187,123,45,146,275,155
"GENE_00682",163,182,40,59,418,362,65,88,97,225,148,144
"GENE_00683",163,71,110,283,223,107,126,56,312,247,188,55
"GENE_00684",36,180,42,50,104,26,12,102,5,91,77,30
"GENE_00685",30,21,45,10,29,14,54,0,31,18,50,28
"GENE_00686",32,24,7,26,34,39,23,16,39,98,5,10
"GENE_00687",50,41,153,173,63,80,0,72,104,70,25,12
"GENE_00688",81,149,87,104,86,296,185,301,94,311,117,42
"GENE_00689",67,43,111,65,113,77,217,106,8,31,35,31
"GENE_00690",110,7,83,10,18,70,141,33,48,91,28,32
"GENE_00691",47,127,34,27,146,37,105,60,2,68,164,40
"GENE_00692",394,134,100,103,213,132,176,142,111,498,70,332
"GENE_00693",137,34,79,231,83,113,128,50,58,199,27,15
"GENE_00694",5,61,23,21,28,73,16,26,60,50,30,94
"GENE_00695",12,7,7,6,15,4,8,2,19,7,8,6
"GENE_00696",213,121,153,29,152,116,166,83,102,85,60,187
"GENE_00697",423,1055,458,706,95,299,144,115,157,349,672,213
"GENE_00698",40,49,9,19,23,72,9,29,17,7,17,32
"GENE_00699",253,15,220,104,36,99,83,271,276,35,199,132
"GENE_00700",174,231,120,76,118,84,105,144,85,218,190,29
"GENE_00701",67,223,134,157,36,128,138,106,193,222,63,321
"GENE_00702",67,116,65,49,190,44,183,48,204,87,201,43
"GENE_00703",57,55,331,105,187,18,101,108,65,193,177,58
"GENE_00704",141,194,86,16,96,31,72,61,202,31,121,52
"GENE_00705",164,54,119,70,61,92,32,151,25,129,54,102
"GENE_00706",80,6,99,143,44,129,213,59,92,30,54,37
"GENE_00707",65,41,76,63,58,113,67,6,109,12,8,82
"GENE_00708",30,48,21,8,65,19,18,87,42,15,200,65
"GENE_00709",102,56,27,89,43,67,99,164,41,14,98,48
"GENE_00710",24,18,12,47,28,12,32,41,15,11,21,6
"GENE_00711",190,100,45,326,93,288,62,159,188,40,118,42
"GENE_00712",50,17,51,67,28,63,11,10,85,7,6,8
"GENE_00713",38,27,31,33,12,1,7,23,33,17,6,27
"GENE_00714",46,33,201,18,25,99,50,4,57,43,107,28
"GENE_00715",108,110,16,47,45,92,4,107,333,14,40,55
"GENE_00716",4,41,47,24,50,11,32,42,12,35,53,69
"GENE_00717",53,30,9,15,19,27,23,29,17,47,6,16
"GENE_00718",642,172,156,129,331,397,79,153,419,343,197,215
"GENE_00719",134,96,88,58,218,46,76,76,86,85,83,152
"GENE_00720",62,8,76,133,103,130,119,156,55,69,143,128
"GENE_00721",41,55,63,192,69,48,76,20,122,32,96,77
"GENE_00722",46,94,53,79,67,19,17,26,15,27,23,15
"GENE_00723",175,87,216,76,284,111,108,75,174,205,21,228
"GENE_00724",56,214,9,119,84,162,28,116,71,88,78,177
"GENE_00725",273,123,57,54,75,30,165,328,41,208,432,60
"GENE_00726",119,4,91,98,80,83,72,128,22,104,96,27
"GENE_00727",0,13,8,7,3,12,28,25,14,5,66,6
"GENE_00728",45,17,10,5,103,92,3,101,143,64,74,12
"GENE_00729",282,92,367,273,156,238,29,352,269,141,30,317
"GENE_00730",13,42,40,26,54,10,6,5,15,32,2,22
"GENE_00731",65,21,21,25,12,38,23,41,16,45,33,13
"GENE_00732",27,41,19,12,11,23,22,24,19,50,14,52
"GENE_00733",48,28,49,45,33,18,43,46,36,57,7,81
"GENE_00734",2,11,13,9,3,2,19,16,28,0,8,36
"GENE_00735",36,33,15,66,13,15,22,34,102,27,115,5
"GENE_00736",191,219,14,52,23,172,268,82,8,24,18,108
"GENE_00737",2,26,2,26,13,5,6,2,13,10,11,18
"GENE_00738",101,58,57,9,67,97,15,83,12,34,292,200
"GENE_00739",15,34,127,41,7,19,44,11,28,59,15,68
"GENE_00740",51,6,9,32,36,84,58,69,32,28,33,26
"GENE_00741",109,6,66,36,76,73,8,10,42,25,28,41
"GENE_00742",159,352,116,309,335,252,81,411,188,328,104,156
"GENE_00743",27,207,83,32,76,150,67,75,43,72,38,15
"GENE_00744",52,66,25,12,3,10,11,17,5,29,17,1
"GENE_00745",287,267,361,6,60,182,81,106,83,101,228,194
"GENE_00746",135,151,66,12,147,127,24,36,36,51,58,32
"GENE_00747",54,10,18,90,21,110,40,14,61,43,90,22
"GENE_00748",119,79,119,75,24,39,145,27,69,27,26,69
"GENE_00749",123,11,73,13,68,53,79,96,70,114,53,75
"GENE_00750",193,8,13,64,103,75,46,172,118,75,70,75
"GENE_00751",200,27,58,82,8,94,18,89,68,21,19,47
"GENE_00752",501,323,409,350,101,498,87,63,470,324,356,315
"GENE_00753",99,47,24,24,24,41,82,50,2,65,29,15
"GENE_00754",89,33,12,33,44,39,30,11,9,19,15,49
"GENE_00755",123,418,243,440,1357,265,437,298,921,257,527,104
"GENE_00756",100,173,298,267,63,39,168,558,190,38,49,42
"GENE_00757",53,77,160,29,108,32,35,64,74,37,73,21
"GENE_00758",11,67,66,39,94,59,180,43,62,64,79,59
"GENE_00759",313,99,176,50,159,432,147,132,193,128,178,172
"GENE_00760",49,62,27,67,35,74,93,122,213,40,108,13
"GENE_00761",71,93,56,31,24,64,42,117,66,27,5,113
"GENE_00762",28,19,109,74,97,9,44,11,21,34,123,13
"GENE_00763",52,175,219,153,47,35,13,49,327,302,47,65
"GENE_00764",346,98,189,302,41,144,263,350,259,345,229,107
"GENE_00765",76,98,327,120,151,322,147,246,118,93,165,324
"GENE_00766",14,24,67,33,15,66,55,33,12,51,48,38
"GENE_00767",51,92,33,64,64,77,46,82,47,128,173,249
"GENE_00768",38,20,59,78,47,79,33,32,7,29,59,13
"GENE_00769",30,43,40,60,46,2,122,27,10,53,62,26
"GENE_00770",94,32,36,78,12,45,24,11,54,133,48,9
"GENE_00771",94,24,88,83,28,62,83,86,105,74,10,84
"GENE_00772",42,128,28,16,37,69,38,29,90,33,27,77
"GENE_00773",227,141,71,308,125,117,390,36,175,112,26,114
"GENE_00774",50,2,82,17,5,63,53,24,33,35,32,32
"GENE_00775",74,39,68,495,62,8,168,14,25,225,89,130
"GENE_00776",64,111,89,33,10,36,62,31,168,46,50,33
"GENE_00777",49,25,2,35,11,41,34,52,22,12,63,11
"GENE_00778",129,199,147,19,88,92,94,49,86,56,173,36
"GENE_00779",293,196,67,317,159,56,170,118,295,29,190,182
"GENE_00780",44,28,85,86,79,140,135,51,182,61,156,147
"GENE_00781",70,155,143,221,230,275,57,97,203,141,72,362
"GENE_00782",57,137,89,26,212,170,18,117,46,39,28,94
"GENE_00783",34,25,97,37,22,73,16,47,32,13,19,54
"GENE_00784",19,63,1,37,24,17,42,16,15,58,9,42
"GENE_00785",86,62,32,57,22,15,50,36,17,23,66,64
"GENE_00786",217,77,315,604,454,219,320,811,204,230,99,565
"GENE_00787",9,63,161,73,42,170,268,1,72,49,153,61
"GENE_00788",136,121,100,39,230,13,144,36,31,179,81,52
"GENE_00789",86,81,53,70,23,116,23,49,63,312,44,51
"GENE_00790",19,0,3,72,11,17,28,9,84,8,7,23
"GENE_00791",36,16,96,7,82,46,77,19,40,17,90,58
"GENE_00792",71,102,47,106,173,44,31,171,81,74,151,58
"GENE_00793",37,16,47,24,15,33,25,53,19,49,11,3
"GENE_00794",106,91,79,47,30,46,14,46,28,39,33,93
"GENE_00795",4,3,6,13,0,0,10,5,0,1,3,1
"GENE_00796",284,214,74,331,129,781,531,273,168,6,434,23
"GENE_00797",82,74,150,165,87,342,416,497,114,91,466,131
"GENE_00798",32,294,79,317,112,20,81,42,113,141,33,101
"GENE_00799",21,197,333,142,92,376,39,157,147,50,302,95
"GENE_00800",11,21,178,40,28,16,81,39,75,68,117,83
"GENE_00801",14,26,109,55,55,37,65,68,24,15,25,38
"GENE_00802",16,13,39,16,22,2,25,40,9,25,19,49
"GENE_00803",143,205,72,216,68,155,118,101,35,259,97,50
"GENE_00804",91,137,143,156,257,184,92,338,69,228,98,154
"GENE_00805",65,195,223,155,168,123,150,39,53,93,35,143
"GENE_00806",195,111,59,139,16,59,53,198,176,23,185,138
"GENE_00807",153,129,104,48,31,71,96,186,159,8,19,21
"GENE_00808",9,18,11,18,10,22,20,22,12,23,19,24
"GENE_00809",57,239,202,69,59,142,298,36,68,111,184,125
"GENE_00810",217,64,21,32,37,37,110,35,45,57,110,23
"GENE_00811",79,31,83,297,311,18,63,186,328,3,97,152
"GENE_00812",53,169,23,81,52,79,189,158,134,110,94,38
"GENE_00813",8,96,164,17,155,114,56,50,97,205,253,105
"GENE_00814",48,13,30,3,42,40,5,11,41,68,12,86
"GENE_00815",113,66,50,69,80,97,50,146,120,56,111,90
"GENE_00816",96,56,159,18,100,26,39,112,107,60,6,5
"GENE_00817",115,46,29,3,19,35,15,52,127,10,98,7
"GENE_00818",83,23,60,255,123,124,209,225,131,226,159,170
"GENE_00819",6,26,8,13,74,28,19,10,43,21,22,20
"GENE_00820",9,69,22,20,14,55,74,67,14,84,43,21
"GENE_00821",11,56,5,30,54,41,35,50,36,6,2,58
"GENE_00822",183,84,65,255,64,150,187,253,195,61,50,372
"GENE_00823",40,58,154,97,32,58,54,32,35,116,73,46
"GENE_00824",84,42,91,20,69,83,31,108,72,153,37,49
"GENE_00825",216,325,116,183,180,148,74,404,160,122,63,201
"GENE_00826",157,10,197,198,154,125,119,59,257,473,366,287
"GENE_00827",158,7,99,85,23,76,56,157,94,103,28,38
"GENE_00828",61,337,419,210,811,402,201,77,204,286,431,337
"GENE_00829",58,66,54,10,32,39,103,28,154,55,99,89
"GENE_00830",6,7,7,8,7,8,4,11,9,0,7,9
"GENE_00831",422,48,176,148,96,350,346,123,57,68,151,260
"GENE_00832",50,86,206,99,42,91,32,94,152,60,143,18
"GENE_00833",58,91,16,35,144,7,116,31,116,135,155,40
"GENE_00834",73,197,86,105,61,105,237,17,193,410,19,205
"GENE_00835",80,107,29,7,40,68,65,15,94,24,7,111
"GENE_00836",70,22,13,8,4,15,148,14,11,10,45,13
"GENE_00837",62,45,25,45,72,29,85,82,40,18,87,22
"GENE_00838",52,50,125,31,47,149,78,23,28,53,93,34
"GENE_00839",78,95,213,140,149,141,168,77,121,105,91,134
"GENE_00840",6,15,30,7,6,42,23,10,19,41,11,3
"GENE_00841",99,72,39,110,130,128,183,4,27,77,44,134
"GENE_00842",10,5,16,4,9,14,6,8,4,12,8,23
"GENE_00843",0,27,40,52,9,51,62,91,175,43,162,21
"GENE_00844",73,34,58,80,57,105,96,37,63,52,123,103
"GENE_00845",154,52,17,110,205,230,23,30,119,68,35,275
"GENE_00846",46,32,101,80,186,125,76,166,40,81,38,28
"GENE_00847",56,2,11,1,24,18,30,4,3,7,10,18
"GENE_00848",114,261,106,39,34,37,38,114,102,93,142,196
"GENE_00849",67,189,99,31,116,89,127,3,48,23,159,111
"GENE_00850",328,222,239,291,121,45,296,127,308,259,45,254
"GENE_00851",21,154,12,45,12,37,40,60,14,47,95,45
"GENE_00852",48,10,7,62,13,11,62,14,37,52,15,28
"GENE_00853",7,117,12,51,20,48,33,20,37,73,26,18
"GENE_00854",70,329,41,458,207,74,110,132,121,49,55,258
"GENE_00855",61,105,33,135,85,84,199,30,94,64,28,42
"GENE_00856",105,61,116,205,77,78,86,87,21,33,131,4
"GENE_00857",70,11,163,113,43,49,44,75,66,53,75,195
"GENE_00858",11,25,20,32,28,46,31,77,23,54,20,52
"GENE_00859",29,52,49,18,45,37,73,40,48,47,64,81
"GENE_00860",48,67,66,140,38,16,44,23,119,68,186,101
"GENE_00861",75,150,100,72,335,148,215,295,161,62,76,138
"GENE_00862",114,14,139,130,100,37,249,11,145,76,38,40
"GENE_00863",129,116,102,26,195,220,385,20,101,270,35,206
"GENE_00864",67,39,245,100,29,96,25,48,53,31,41,29
"GENE_00865",5,1,1,0,4,7,10,4,11,4,8,0
